no,title,source_id,kind,size_bytes,size,raw_file,readable_file,named_file,open_method,url
12,보정안 리뷰,SRC-009,html,228146,222.8 KB,SRC-009_38d57c9864.do,SRC-009_38d57c9864.html,012_SRC-009_보정안 리뷰.html,HTML 웹페이지: 브라우저로 열기,https://www.kipo.go.kr/ko/kpoContentView.do?menuCd=SCD0200117
13,특허심판원 심판수수료_심판 종류,SRC-010,html,87836,85.8 KB,SRC-010_cae3cec926.do,SRC-010_cae3cec926.html,013_SRC-010_특허심판원 심판수수료_심판 종류.html,HTML 웹페이지: 브라우저로 열기,https://www.kipo.go.kr/ipt/iptContentView.do?menuCd=SCD0400083
14,지식재산권 권리회복 심사 가이드라인,SRC-011,pdf,376836,368.0 KB,SRC-011_d6cd171293.do,SRC-011_d6cd171293.pdf,014_SRC-011_지식재산권 권리회복 심사 가이드라인.pdf,"PDF 문서: 브라우저, Preview, Acrobat으로 열기",https://www.kipo.go.kr/ko/kpoContFileDown.do?fileNum=20&seq=30
15,KIPRIS 특허정보검색서비스,SRC-012,html,307184,300.0 KB,SRC-012_81be85e5c9.do,SRC-012_81be85e5c9.html,015_SRC-012_KIPRIS 특허정보검색서비스.html,HTML 웹페이지: 브라우저로 열기,https://www.kipris.or.kr/kportal/search/total_search.do
16,KIPRIS 검색도움말,SRC-013,html,122720,119.8 KB,SRC-013_39f78cee06.do,SRC-013_39f78cee06.html,016_SRC-013_KIPRIS 검색도움말.html,HTML 웹페이지: 브라우저로 열기,https://www.kipris.or.kr/khome/board/help/basic.do
17,CPC 매뉴얼 2020,SRC-014,pdf,5035724,4.8 MB,SRC-014_9224c3258f.pdf,SRC-014_9224c3258f.pdf,017_SRC-014_CPC 매뉴얼 2020.pdf,"PDF 문서: 브라우저, Preview, Acrobat으로 열기",https://file.kipris.or.kr/abpat_manual/%EB%A7%A4%EB%89%B4%EC%96%BC%28%EA%B5%AD%EB%AC%B8%29.pdf
18,IP정보 활용 길라잡이,SRC-015,pdf,15614567,14.9 MB,SRC-015_0de73052d0.pdf,SRC-015_0de73052d0.pdf,018_SRC-015_IP정보 활용 길라잡이.pdf,"PDF 문서: 브라우저, Preview, Acrobat으로 열기",https://plus.kipris.or.kr/sampledata/KIPRISPlus%20IP%20Information%20Guide.pdf
19,2026 지식재산권의 손쉬운 이용,SRC-016,pdf,31198191,29.8 MB,SRC-016_8a197ba32c.do,SRC-016_8a197ba32c.pdf,019_SRC-016_2026 지식재산권의 손쉬운 이용.pdf,"PDF 문서: 브라우저, Preview, Acrobat으로 열기",https://www.kipo.go.kr/ko/kpoBultnFileDown.do?aprchId=BUT0000048&ntatcAtflSeq=1&ntatcSeq=17056&sysCd=SCD02
20,2026 지식재산권의 손쉬운 이용,SRC-016,html,168153,164.2 KB,SRC-016_a89e1cfcd2.do,SRC-016_a89e1cfcd2.html,020_SRC-016_2026 지식재산권의 손쉬운 이용.html,HTML 웹페이지: 브라우저로 열기,https://www.kipo.go.kr/ko/kpoBultnDetail.do?aprchId=BUT0000048&keyword=&menuCd=SCD0200640&ntatcSeq=17056&pageIndex=&searchCondition=&sysCd=SCD02
21,CEO·연구자를 위한 특허출원 전략,SRC-017,pdf,188746,184.3 KB,SRC-017_1b7e0d218e.do,SRC-017_1b7e0d218e.pdf,021_SRC-017_CEO·연구자를 위한 특허출원 전략.pdf,"PDF 문서: 브라우저, Preview, Acrobat으로 열기",https://www.kipo.go.kr/ko/kpoBultnFileDown.do?aprchId=BUT0000029&ntatcAtflSeq=2&ntatcSeq=20755&sysCd=SCD02
22,CEO·연구자를 위한 특허출원 전략,SRC-017,html,154310,150.7 KB,SRC-017_0657e7db59.do,SRC-017_0657e7db59.html,022_SRC-017_CEO·연구자를 위한 특허출원 전략.html,HTML 웹페이지: 브라우저로 열기,https://www.kipo.go.kr/ko/kpoBultnDetail.do?aprchId=BUT0000029&menuCd=SCD0200618&ntatcSeq=20755&sysCd=SCD02
23,주요 발행물 목록,SRC-018,html,162829,159.0 KB,SRC-018_37258b8647.do,SRC-018_37258b8647.html,023_SRC-018_주요 발행물 목록.html,HTML 웹페이지: 브라우저로 열기,https://www.kipo.go.kr/ko/issue/kpoIssuePgmMgmt.do?menuCd=SCD0200658&parntMenuCd2=SCD0200281
24,BM 특허 길라잡이,SRC-019,html,159379,155.6 KB,SRC-019_7c87796d38.do,SRC-019_7c87796d38.html,024_SRC-019_BM 특허 길라잡이.html,HTML 웹페이지: 브라우저로 열기,https://www.kipo.go.kr/ko/kpoBultnDetail.do?aprchId=BUT0000048&menuCd=SCD0200640&ntatcSeq=16423&sysCd=SCD02
25,통지서 표준 문안집,SRC-020,pdf,2325467,2.2 MB,SRC-020_3a869c0620.do,SRC-020_3a869c0620.pdf,025_SRC-020_통지서 표준 문안집.pdf,"PDF 문서: 브라우저, Preview, Acrobat으로 열기",https://www.kipo.go.kr/ko/kpoBultnFileDown.do?aprchId=BUT0000048&ntatcAtflSeq=1&ntatcSeq=10148&sysCd=
26,통지서 표준 문안집,SRC-020,html,158229,154.5 KB,SRC-020_1d8708628f.do,SRC-020_1d8708628f.html,026_SRC-020_통지서 표준 문안집.html,HTML 웹페이지: 브라우저로 열기,https://www.kipo.go.kr/ko/kpoBultnDetail.do?aprchId=BUT0000048&menuCd=SCD0200640&ntatcSeq=10148&sysCd=
27,의견(답변 소명)서 별지 제24호서식,SRC-021,pdf,136645,133.4 KB,SRC-021_f028f66dda.do,SRC-021_f028f66dda.pdf,027_SRC-021_의견(답변 소명)서 별지 제24호서식.pdf,"PDF 문서: 브라우저, Preview, Acrobat으로 열기",https://www.law.go.kr/flDownload.do?flNm=%5B%EB%B3%84%EC%A7%80+%EC%A0%9C24%ED%98%B8%EC%84%9C%EC%8B%9D%5D+%EC%9D%98%EA%B2%AC%28%EB%8B%B5%EB%B3%80%2C+%EC%86%8C%EB%AA%85%29%EC%84%9C%0A&flSeq=71598639
28,특허법 제63조 거절이유통지,SRC-022,html,71819,70.1 KB,SRC-022_fe91cb6d0a.do,SRC-022_fe91cb6d0a.html,028_SRC-022_특허법 제63조 거절이유통지.html,HTML 웹페이지: 브라우저로 열기,https://www.law.go.kr/LSW//lsSideInfoP.do?docCls=jo&joBrNo=00&joNo=0063&lsiSeq=279827&urlMode=lsScJoRltInfoR
29,지식재산처 KIPRISPlus 의견제출통지서 REST API,SRC-023,html,155329,151.7 KB,SRC-023_c146cb6519.do,SRC-023_c146cb6519.html,029_SRC-023_지식재산처 KIPRISPlus 의견제출통지서 REST API.html,HTML 웹페이지: 브라우저로 열기,https://www.data.go.kr/data/15059446/openapi.do?recommendDataYn=Y
